日期	收盘	开盘	高	低	交易量	涨跌幅
2013-4-24	2,218.32	2,187.35	2,226.12	2,184.11	9.16B	+1.55%
2013-4-23	2,184.54	2,242.62	2,242.62	2,182.81	9.65B	-2.57%
2013-4-22	2,242.17	2,236.40	2,245.12	2,232.26	9.52B	-0.11%
2013-4-19	2,244.64	2,201.12	2,250.11	2,200.58	10.97B	+2.14%
2013-4-18	2,197.60	2,181.82	2,206.03	2,175.44	7.16B	+0.17%
2013-4-17	2,193.80	2,195.03	2,197.51	2,178.47	6.83B	-0.05%
2013-4-16	2,194.85	2,169.63	2,196.43	2,165.78	8.00B	+0.59%
2013-4-15	2,181.94	2,199.91	2,204.99	2,177.39	7.16B	-1.13%
2013-4-12	2,206.78	2,218.09	2,226.26	2,204.44	6.68B	-0.58%
2013-4-11	2,219.55	2,236.98	2,242.48	2,217.26	7.36B	-0.30%
2013-4-10	2,226.13	2,224.93	2,233.04	2,212.56	8.06B	+0.02%
2013-4-9	2,225.77	2,215.47	2,234.72	2,215.47	8.29B	+0.64%
2013-4-8	2,211.59	2,196.24	2,212.59	2,180.67	8.63B	-0.62%
2013-4-3	2,225.30	2,232.69	2,241.34	2,217.25	8.18B	-0.11%
2013-4-2	2,227.74	2,234.90	2,253.42	2,220.44	8.97B	-0.30%
2013-4-1	2,234.40	2,229.46	2,243.95	2,227.31	7.74B	-0.10%
2013-3-29	2,236.62	2,238.48	2,246.87	2,228.81	8.56B	+0.01%
2013-3-28	2,236.30	2,273.55	2,273.55	2,232.91	12.77B	-2.82%
2013-3-27	2,301.26	2,299.38	2,323.48	2,289.00	9.63B	+0.16%
2013-3-26	2,297.67	2,318.58	2,319.99	2,281.12	10.44B	-1.25%
2013-3-25	2,326.71	2,334.73	2,344.89	2,319.91	9.70B	-0.07%
2013-3-22	2,328.28	2,321.40	2,332.00	2,314.97	10.12B	+0.17%
2013-3-21	2,324.24	2,318.20	2,330.81	2,311.60	11.92B	+0.30%
2013-3-20	2,317.37	2,257.74	2,317.86	2,257.42	13.12B	+2.66%
2013-3-19	2,257.43	2,244.27	2,261.31	2,232.02	8.76B	+0.78%
2013-3-18	2,240.02	2,267.29	2,276.05	2,239.21	9.31B	-1.68%
2013-3-15	2,278.40	2,269.31	2,312.08	2,250.01	11.65B	+0.36%
2013-3-14	2,270.28	2,255.78	2,276.22	2,253.31	8.03B	+0.28%
2013-3-13	2,263.97	2,282.17	2,286.33	2,253.25	9.10B	-0.99%
2013-3-12	2,286.60	2,309.16	2,333.29	2,264.83	11.77B	-1.04%
2013-3-11	2,310.59	2,314.68	2,320.96	2,296.58	8.41B	-0.35%
2013-3-8	2,318.61	2,326.42	2,333.67	2,314.59	9.88B	-0.24%
2013-3-7	2,324.29	2,340.44	2,352.02	2,304.27	13.98B	-0.98%
2013-3-6	2,347.18	2,333.61	2,351.44	2,321.60	14.13B	+0.90%
2013-3-5	2,326.31	2,274.81	2,328.14	2,270.10	13.11B	+2.33%
2013-3-4	2,273.40	2,332.08	2,333.54	2,259.25	16.17B	-3.65%
2013-3-1	2,359.51	2,364.54	2,369.65	2,330.86	12.03B	-0.26%
2013-2-28	2,365.59	2,322.32	2,366.16	2,308.92	12.70B	+2.26%
2013-2-27	2,313.22	2,297.77	2,324.63	2,292.03	9.78B	+0.87%
2013-2-26	2,293.34	2,313.74	2,340.71	2,289.89	11.76B	-1.40%
2013-2-25	2,325.82	2,320.62	2,338.78	2,315.01	8.84B	+0.50%
2013-2-22	2,314.16	2,322.94	2,330.88	2,308.76	9.70B	-0.51%
2013-2-21	2,325.95	2,378.82	2,378.82	2,309.17	14.41B	-2.97%
2013-2-20	2,397.18	2,383.49	2,397.94	2,370.61	11.03B	+0.60%
2013-2-19	2,382.91	2,420.26	2,427.07	2,373.53	12.35B	-1.60%
2013-2-18	2,421.56	2,441.91	2,444.80	2,415.43	11.62B	-0.45%
2013-2-17	2,432.40	2,416.62	2,443.03	2,414.40	10.91B	0.00%
2013-2-8	2,432.40	2,416.62	2,443.03	2,414.40	10.91B	+0.57%
2013-2-7	2,418.53	2,430.69	2,433.89	2,394.22	12.00B	-0.66%
2013-2-6	2,434.48	2,432.68	2,441.73	2,427.70	11.66B	+0.06%
2013-2-5	2,433.13	2,411.00	2,437.41	2,403.30	15.08B	+0.21%
2013-2-4	2,428.15	2,425.92	2,440.38	2,417.58	16.76B	+0.38%
2013-2-1	2,419.02	2,377.41	2,421.15	2,369.57	14.08B	+1.41%
2013-1-31	2,385.42	2,383.43	2,391.82	2,371.23	13.97B	+0.12%
2013-1-30	2,382.47	2,360.75	2,383.76	2,347.89	14.99B	+1.00%
2013-1-29	2,358.98	2,347.21	2,363.80	2,337.35	14.19B	+0.53%
2013-1-28	2,346.51	2,295.35	2,346.92	2,295.35	12.84B	+2.41%
2013-1-25	2,291.30	2,300.00	2,308.38	2,288.26	9.26B	-0.49%
2013-1-24	2,302.60	2,320.26	2,362.94	2,287.30	16.10B	-0.79%
2013-1-23	2,320.91	2,308.52	2,325.12	2,296.49	11.82B	+0.25%
2013-1-22	2,315.14	2,326.49	2,335.81	2,301.30	14.95B	-0.56%
2013-1-21	2,328.22	2,321.49	2,329.58	2,305.10	13.47B	+0.48%
2013-1-18	2,317.07	2,295.81	2,324.51	2,285.97	12.54B	+1.41%
2013-1-17	2,284.91	2,305.14	2,305.60	2,275.88	11.91B	-1.06%
2013-1-16	2,309.50	2,322.16	2,326.76	2,279.51	15.35B	-0.70%
2013-1-15	2,325.68	2,312.47	2,332.78	2,309.32	16.56B	+0.60%
2013-1-14	2,311.74	2,236.29	2,317.62	2,235.11	14.47B	+3.06%
2013-1-11	2,243.00	2,285.19	2,290.20	2,234.95	12.51B	-1.78%
2013-1-10	2,283.66	2,274.38	2,295.48	2,268.65	12.01B	+0.37%
2013-1-9	2,275.34	2,271.30	2,283.90	2,259.05	12.20B	-0.03%
2013-1-8	2,276.07	2,284.65	2,289.14	2,262.98	12.29B	-0.41%
2013-1-7	2,285.36	2,271.66	2,293.32	2,266.86	11.82B	+0.37%
2013-1-4	2,276.99	2,289.51	2,296.11	2,256.56	13.95B	+0.35%
2012-12-31	2,269.13	2,236.46	2,269.51	2,236.46	12.80B	+1.61%
2012-12-28	2,233.25	2,207.91	2,234.87	2,204.00	11.59B	+1.24%
2012-12-27	2,205.90	2,223.65	2,234.72	2,204.79	12.90B	-0.60%
2012-12-26	2,219.13	2,211.59	2,220.48	2,206.79	12.19B	+0.25%
2012-12-25	2,213.61	2,154.32	2,220.26	2,146.86	14.33B	+2.53%
2012-12-24	2,159.05	2,150.65	2,170.39	2,149.82	7.85B	+0.27%
2012-12-21	2,153.31	2,169.57	2,190.40	2,148.17	10.34B	-0.69%
2012-12-20	2,168.35	2,156.19	2,174.82	2,142.95	9.94B	+0.28%
2012-12-19	2,162.24	2,158.67	2,175.39	2,154.29	9.44B	-0.01%
2012-12-18	2,162.46	2,155.86	2,183.71	2,144.73	12.61B	+0.10%
2012-12-17	2,160.34	2,152.10	2,169.57	2,151.94	14.42B	+0.45%
2012-12-14	2,150.63	2,062.69	2,152.50	2,062.54	16.09B	+4.32%
2012-12-13	2,061.48	2,077.42	2,081.36	2,059.47	7.23B	-1.02%
2012-12-12	2,082.73	2,073.27	2,085.93	2,066.39	7.86B	+0.39%
2012-12-11	2,074.70	2,077.56	2,088.63	2,070.19	9.34B	-0.44%
2012-12-10	2,083.77	2,067.32	2,087.01	2,064.61	11.54B	+1.07%
2012-12-7	2,061.79	2,028.77	2,065.74	2,023.96	11.52B	+1.60%
2012-12-6	2,029.24	2,029.56	2,036.61	2,018.38	8.15B	-0.13%
2012-12-5	2,031.91	1,973.11	2,040.60	1,970.20	12.00B	+2.87%
2012-12-4	1,975.14	1,956.62	1,980.12	1,949.46	6.24B	+0.78%
2012-12-3	1,959.77	1,977.25	1,988.19	1,957.88	6.17B	-1.03%
2012-11-30	1,980.12	1,961.81	1,983.42	1,959.33	5.69B	+0.85%
2012-11-29	1,963.49	1,972.92	1,980.56	1,961.82	4.95B	-0.51%
2012-11-28	1,973.52	1,984.48	1,984.86	1,968.21	5.05B	-0.89%
2012-11-27	1,991.17	2,012.08	2,014.21	1,990.34	5.66B	-1.30%
2012-11-26	2,017.46	2,023.34	2,027.27	2,014.03	4.48B	-0.49%
2012-11-23	2,027.38	2,020.02	2,034.88	2,017.00	5.16B	+0.58%
2012-11-22	2,015.61	2,021.21	2,023.09	2,009.72	4.56B	-0.72%
2012-11-21	2,030.32	2,008.21	2,031.15	1,995.17	5.33B	+1.07%
2012-11-20	2,008.92	2,020.43	2,023.61	2,004.17	4.26B	-0.40%
2012-11-19	2,016.98	2,013.25	2,018.38	1,995.72	4.53B	+0.11%
2012-11-16	2,014.72	2,026.56	2,028.69	2,001.72	4.96B	-0.77%
2012-11-15	2,030.29	2,045.46	2,053.56	2,029.87	5.06B	-1.22%
2012-11-14	2,055.42	2,047.26	2,056.49	2,040.17	4.81B	+0.37%
2012-11-13	2,047.89	2,078.13	2,078.13	2,044.04	6.11B	-1.51%
2012-11-12	2,079.27	2,069.21	2,079.57	2,061.84	5.67B	+0.49%
2012-11-9	2,069.07	2,066.49	2,077.23	2,062.42	5.42B	-0.12%
2012-11-8	2,071.51	2,091.25	2,092.57	2,070.65	6.66B	-1.63%
2012-11-7	2,105.73	2,102.42	2,112.63	2,093.29	5.94B	-0.01%
2012-11-6	2,106.00	2,113.66	2,114.79	2,078.47	7.13B	-0.38%
2012-11-5	2,114.03	2,113.33	2,123.33	2,104.58	7.15B	-0.14%
2012-11-2	2,117.05	2,105.45	2,119.22	2,096.53	7.66B	+0.60%
2012-11-1	2,104.43	2,070.02	2,109.50	2,069.95	8.29B	+1.72%
2012-10-31	2,068.88	2,061.12	2,070.48	2,053.58	5.95B	+0.32%
2012-10-30	2,062.35	2,059.20	2,075.91	2,054.26	6.06B	+0.17%
2012-10-29	2,058.94	2,061.85	2,068.24	2,053.09	5.36B	-0.35%
2012-10-26	2,066.21	2,100.10	2,102.16	2,058.06	7.86B	-1.68%
2012-10-25	2,101.58	2,114.76	2,128.74	2,100.61	8.54B	-0.68%
2012-10-24	2,115.99	2,106.83	2,124.00	2,104.67	7.29B	+0.07%
2012-10-23	2,114.45	2,132.11	2,136.22	2,111.92	7.27B	-0.86%
2012-10-22	2,132.76	2,118.52	2,138.03	2,112.75	6.01B	+0.21%
2012-10-19	2,128.30	2,129.82	2,136.87	2,125.74	6.76B	-0.16%
2012-10-18	2,131.69	2,108.50	2,137.69	2,107.49	8.72B	+1.24%
2012-10-17	2,105.62	2,104.28	2,113.16	2,088.04	5.99B	+0.32%
2012-10-16	2,098.81	2,097.05	2,111.78	2,089.69	5.78B	+0.01%
2012-10-15	2,098.70	2,105.02	2,107.20	2,085.11	5.39B	-0.30%
2012-10-12	2,104.93	2,109.07	2,127.31	2,092.51	6.83B	+0.10%
2012-10-11	2,102.87	2,114.23	2,117.84	2,101.14	7.45B	-0.81%
2012-10-10	2,119.94	2,111.59	2,121.99	2,102.53	7.89B	+0.22%
2012-10-9	2,115.23	2,081.59	2,119.34	2,081.59	8.46B	+1.97%
2012-10-8	2,074.42	2,084.85	2,096.26	2,063.09	5.51B	-0.56%
2012-9-28	2,086.17	2,042.89	2,089.63	2,040.35	7.94B	+1.45%
2012-9-27	2,056.32	2,003.10	2,068.07	2,002.32	7.67B	+2.60%
2012-9-26	2,004.17	2,027.85	2,033.04	1,999.48	5.04B	-1.24%
2012-9-25	2,029.29	2,028.63	2,039.10	2,021.81	4.82B	-0.19%
2012-9-24	2,033.19	2,015.77	2,040.85	2,005.26	5.76B	+0.32%
2012-9-21	2,026.69	2,020.55	2,041.95	2,018.26	6.03B	+0.09%
2012-9-20	2,024.84	2,060.31	2,060.31	2,023.09	6.75B	-2.08%
2012-9-19	2,067.83	2,061.06	2,069.95	2,055.20	5.22B	+0.40%
2012-9-18	2,059.54	2,069.34	2,074.76	2,053.66	5.38B	-0.91%
2012-9-17	2,078.50	2,120.62	2,121.58	2,077.48	7.64B	-2.14%
2012-9-14	2,123.85	2,127.39	2,136.23	2,111.12	9.12B	+0.64%
2012-9-13	2,110.38	2,123.84	2,130.08	2,110.00	7.90B	-0.76%
2012-9-12	2,126.55	2,129.69	2,137.89	2,109.14	8.41B	+0.28%
2012-9-11	2,120.55	2,127.52	2,127.52	2,107.22	8.04B	-0.67%
2012-9-10	2,134.89	2,128.07	2,140.17	2,120.49	10.36B	+0.34%
2012-9-7	2,127.76	2,062.99	2,145.00	2,062.99	13.99B	+3.70%
2012-9-6	2,051.92	2,040.67	2,052.95	2,036.37	5.61B	+0.70%
2012-9-5	2,037.68	2,038.87	2,048.32	2,029.05	5.77B	-0.29%
2012-9-4	2,043.65	2,060.61	2,063.82	2,039.27	5.75B	-0.75%
2012-9-3	2,059.15	2,044.82	2,066.78	2,041.16	6.06B	+0.57%
2012-8-31	2,047.52	2,046.29	2,059.30	2,044.65	4.61B	-0.25%
2012-8-30	2,052.58	2,044.03	2,060.18	2,032.54	6.20B	-0.03%
2012-8-29	2,053.23	2,066.82	2,073.95	2,051.77	5.22B	-0.96%
2012-8-28	2,073.15	2,054.97	2,083.96	2,052.49	5.44B	+0.85%
2012-8-27	2,055.71	2,085.37	2,085.37	2,055.38	6.03B	-1.74%
2012-8-24	2,092.10	2,108.36	2,109.82	2,089.22	6.02B	-0.99%
2012-8-23	2,113.07	2,106.96	2,118.74	2,097.08	5.85B	+0.25%
2012-8-22	2,107.71	2,118.88	2,121.15	2,097.60	5.84B	-0.50%
2012-8-21	2,118.27	2,106.38	2,124.19	2,103.07	6.08B	+0.54%
2012-8-20	2,106.96	2,102.23	2,110.78	2,089.02	4.67B	-0.37%
2012-8-17	2,114.89	2,111.65	2,120.71	2,100.79	4.44B	+0.13%
2012-8-16	2,112.20	2,116.08	2,122.68	2,109.66	4.52B	-0.32%
2012-8-15	2,118.94	2,138.28	2,139.14	2,118.50	5.46B	-1.10%
2012-8-14	2,142.52	2,137.05	2,144.01	2,119.25	6.76B	+0.30%
2012-8-13	2,136.08	2,164.04	2,164.04	2,134.55	7.14B	-1.51%
2012-8-10	2,168.81	2,172.96	2,176.80	2,165.28	6.84B	-0.24%
2012-8-9	2,174.10	2,159.43	2,175.54	2,148.69	7.25B	+0.61%
2012-8-8	2,160.99	2,158.98	2,168.73	2,153.02	7.29B	+0.16%
2012-8-7	2,157.62	2,153.09	2,159.68	2,148.90	7.50B	+0.13%
2012-8-6	2,154.92	2,129.15	2,158.68	2,127.26	7.18B	+1.04%
2012-8-3	2,132.80	2,113.96	2,133.27	2,108.33	5.34B	+1.02%
2012-8-2	2,111.18	2,120.15	2,126.46	2,103.50	5.35B	-0.57%
2012-8-1	2,123.36	2,101.72	2,130.71	2,101.71	5.38B	+0.94%
2012-7-31	2,103.63	2,109.32	2,116.90	2,100.25	5.35B	-0.30%
2012-7-30	2,109.91	2,128.16	2,137.74	2,107.63	5.20B	-0.89%
2012-7-27	2,128.76	2,132.01	2,139.15	2,120.63	5.21B	+0.13%
2012-7-26	2,126.00	2,134.99	2,147.66	2,124.16	5.29B	-0.48%
2012-7-25	2,136.15	2,141.04	2,151.45	2,132.83	4.86B	-0.49%
2012-7-24	2,146.59	2,132.32	2,158.95	2,131.01	5.44B	+0.24%
2012-7-23	2,141.40	2,154.17	2,154.17	2,135.56	5.57B	-1.26%
2012-7-20	2,168.64	2,180.01	2,185.73	2,162.06	6.43B	-0.74%
2012-7-19	2,184.84	2,164.27	2,197.79	2,159.94	7.93B	+0.73%
2012-7-18	2,169.10	2,159.86	2,170.30	2,138.79	6.66B	+0.37%
2012-7-17	2,161.19	2,142.43	2,165.33	2,141.48	5.52B	+0.62%
2012-7-16	2,147.96	2,187.89	2,188.06	2,146.15	6.75B	-1.74%
2012-7-13	2,185.89	2,180.17	2,198.66	2,177.92	5.75B	+0.02%
2012-7-12	2,185.49	2,172.06	2,197.04	2,152.67	8.21B	+0.46%
2012-7-11	2,175.38	2,160.02	2,176.49	2,156.60	5.86B	+0.51%
2012-7-10	2,164.44	2,166.95	2,178.19	2,156.73	5.90B	-0.29%
2012-7-9	2,170.81	2,210.71	2,216.70	2,168.61	7.51B	-2.37%
2012-7-6	2,223.58	2,203.73	2,227.47	2,185.52	7.66B	+1.01%
2012-7-5	2,201.35	2,218.22	2,218.22	2,192.65	5.80B	-1.17%
2012-7-4	2,227.31	2,233.33	2,239.27	2,219.45	5.53B	-0.08%
2012-7-3	2,229.19	2,225.57	2,244.83	2,219.05	6.27B	+0.14%
2012-7-2	2,226.11	2,234.32	2,234.87	2,215.36	6.22B	+0.03%
2012-6-29	2,225.43	2,190.58	2,226.49	2,188.72	6.14B	+1.35%
2012-6-28	2,195.84	2,220.24	2,224.16	2,195.36	5.42B	-0.95%
2012-6-27	2,216.93	2,219.94	2,233.54	2,213.32	5.10B	-0.23%
2012-6-26	2,222.07	2,214.65	2,229.24	2,203.94	5.29B	-0.09%
2012-6-25	2,224.11	2,253.51	2,253.51	2,223.05	5.98B	-1.63%
2012-6-21	2,260.88	2,288.45	2,288.45	2,253.79	5.90B	-1.40%
2012-6-20	2,292.88	2,300.41	2,304.46	2,291.54	5.41B	-0.34%
2012-6-19	2,300.80	2,313.45	2,313.45	2,298.39	6.01B	-0.66%
2012-6-18	2,316.05	2,313.53	2,325.05	2,309.71	6.06B	+0.40%
2012-6-15	2,306.85	2,299.78	2,314.24	2,283.40	6.87B	+0.47%
2012-6-14	2,295.95	2,306.78	2,314.59	2,293.06	7.16B	-0.99%
2012-6-13	2,318.92	2,289.71	2,319.71	2,284.65	7.85B	+1.27%
2012-6-12	2,289.79	2,295.07	2,298.95	2,280.95	5.99B	-0.70%
2012-6-11	2,305.86	2,282.89	2,311.77	2,278.16	6.42B	+1.07%
2012-6-8	2,281.45	2,306.22	2,306.88	2,276.71	6.79B	-0.51%
2012-6-7	2,293.13	2,324.67	2,328.67	2,288.66	6.02B	-0.71%
2012-6-6	2,309.55	2,315.56	2,323.11	2,301.04	5.85B	-0.10%
2012-6-5	2,311.92	2,313.74	2,323.30	2,304.05	6.61B	+0.15%
2012-6-4	2,308.55	2,346.98	2,348.20	2,308.23	9.02B	-2.73%
2012-6-1	2,373.44	2,373.22	2,388.09	2,365.44	7.70B	+0.05%
2012-5-31	2,372.23	2,370.01	2,382.99	2,362.31	7.79B	-0.52%
2012-5-30	2,384.67	2,385.39	2,391.69	2,378.13	8.98B	-0.21%
2012-5-29	2,389.64	2,361.00	2,393.28	2,358.37	11.72B	+1.20%
2012-5-28	2,361.37	2,325.32	2,361.74	2,309.07	9.50B	+1.19%
2012-5-25	2,333.55	2,350.54	2,355.81	2,327.41	7.40B	-0.74%
2012-5-24	2,350.97	2,359.68	2,373.06	2,344.58	7.92B	-0.53%
2012-5-23	2,363.44	2,369.27	2,378.08	2,350.55	8.42B	-0.42%
2012-5-22	2,373.31	2,355.73	2,374.06	2,354.87	7.68B	+1.07%
2012-5-21	2,348.30	2,343.58	2,360.39	2,330.33	7.48B	+0.16%
2012-5-18	2,344.52	2,364.90	2,369.60	2,338.24	8.97B	-1.44%
2012-5-17	2,378.89	2,347.18	2,383.31	2,342.35	8.69B	+1.39%
2012-5-16	2,346.19	2,369.29	2,372.03	2,344.50	7.67B	-1.21%
2012-5-15	2,374.84	2,367.08	2,376.59	2,354.61	7.79B	-0.25%
2012-5-14	2,380.73	2,408.26	2,411.27	2,377.98	9.05B	-0.59%
2012-5-11	2,394.98	2,406.07	2,415.98	2,393.38	7.49B	-0.63%
2012-5-10	2,410.23	2,409.95	2,419.12	2,402.20	8.17B	+0.07%
2012-5-9	2,408.59	2,432.47	2,432.47	2,407.51	9.79B	-1.65%
2012-5-8	2,448.88	2,451.58	2,451.60	2,431.02	10.49B	-0.13%
2012-5-7	2,451.95	2,441.76	2,451.95	2,432.74	10.88B	0.00%
2012-5-4	2,452.01	2,437.46	2,453.73	2,427.97	10.22B	+0.49%
2012-5-3	2,440.08	2,433.59	2,441.95	2,427.73	10.22B	+0.07%
2012-5-2	2,438.44	2,421.08	2,446.35	2,407.79	12.80B	+1.76%
2012-4-27	2,396.32	2,402.43	2,408.42	2,393.87	9.12B	-0.35%
2012-4-26	2,404.70	2,408.56	2,414.75	2,393.26	11.55B	-0.09%
2012-4-25	2,406.81	2,382.21	2,411.42	2,376.63	13.10B	+0.75%
2012-4-24	2,388.83	2,380.24	2,415.75	2,350.40	13.37B	+0.01%
2012-4-23	2,388.59	2,403.52	2,411.51	2,383.07	12.29B	-0.76%
2012-4-20	2,406.86	2,374.66	2,407.29	2,372.13	11.55B	+1.19%
2012-4-19	2,378.63	2,378.63	2,386.98	2,369.46	9.43B	-0.09%
2012-4-18	2,380.85	2,341.13	2,383.64	2,337.86	10.86B	+1.96%
2012-4-17	2,334.98	2,355.37	2,363.01	2,333.34	8.47B	-0.94%
2012-4-16	2,357.03	2,346.31	2,364.11	2,342.20	8.53B	-0.09%
2012-4-13	2,359.16	2,351.51	2,369.70	2,346.94	9.88B	+0.35%
2012-4-12	2,350.86	2,310.48	2,351.05	2,307.84	9.77B	+1.82%
2012-4-11	2,308.92	2,286.72	2,319.05	2,280.04	7.51B	+0.13%
2012-4-10	2,305.86	2,281.02	2,306.39	2,258.85	6.73B	+0.88%
2012-4-9	2,285.78	2,300.05	2,304.65	2,284.44	5.98B	-0.90%
2012-4-6	2,306.55	2,299.05	2,309.64	2,291.56	7.21B	+0.19%
2012-4-5	2,302.24	2,258.03	2,303.82	2,251.39	8.01B	+1.74%
2012-3-30	2,262.79	2,256.04	2,266.21	2,246.24	6.20B	+0.47%
2012-3-29	2,252.16	2,276.74	2,280.96	2,242.34	7.42B	-1.43%
2012-3-28	2,284.88	2,341.00	2,341.42	2,281.43	8.36B	-2.65%
2012-3-27	2,347.18	2,358.55	2,363.77	2,344.30	6.09B	-0.15%
2012-3-26	2,350.60	2,349.09	2,358.00	2,339.14	5.54B	+0.05%
2012-3-23	2,349.54	2,369.08	2,371.26	2,342.12	7.69B	-1.10%
2012-3-22	2,375.77	2,376.99	2,386.10	2,364.13	7.93B	-0.10%
2012-3-21	2,378.20	2,384.71	2,396.72	2,361.22	9.57B	+0.06%
2012-3-20	2,376.84	2,407.54	2,407.54	2,376.03	9.79B	-1.38%
2012-3-19	2,410.18	2,401.22	2,412.34	2,383.67	10.22B	+0.23%
2012-3-16	2,404.74	2,377.76	2,406.15	2,368.31	10.37B	+1.30%
2012-3-15	2,373.77	2,388.06	2,403.74	2,366.02	12.00B	-0.73%
2012-3-14	2,391.23	2,464.91	2,476.22	2,382.84	17.98B	-2.63%
2012-3-13	2,455.79	2,432.84	2,457.22	2,428.61	10.47B	+0.86%
2012-3-12	2,434.86	2,438.55	2,440.86	2,420.84	10.62B	-0.19%
2012-3-9	2,439.46	2,425.89	2,440.51	2,414.97	10.06B	+0.79%
2012-3-8	2,420.28	2,401.10	2,426.70	2,401.10	9.68B	+1.06%
2012-3-7	2,394.79	2,391.20	2,413.69	2,388.52	9.48B	-0.65%
2012-3-6	2,410.45	2,439.78	2,442.00	2,406.06	10.37B	-1.41%
2012-3-5	2,445.00	2,464.85	2,469.84	2,442.11	11.27B	-0.64%
2012-3-2	2,460.69	2,430.10	2,461.12	2,430.10	10.32B	+1.43%
2012-3-1	2,426.11	2,418.79	2,437.87	2,418.33	7.51B	-0.10%
2012-2-29	2,428.49	2,446.23	2,453.07	2,426.33	9.55B	-0.95%
2012-2-28	2,451.86	2,440.91	2,458.65	2,431.83	11.84B	+0.20%
2012-2-27	2,447.06	2,447.41	2,478.38	2,444.63	15.81B	+0.30%
2012-2-24	2,439.63	2,410.88	2,439.98	2,405.27	13.49B	+1.25%
2012-2-23	2,409.55	2,401.74	2,416.80	2,396.71	11.26B	+0.25%
2012-2-22	2,403.59	2,380.50	2,404.44	2,374.03	11.87B	+0.93%
2012-2-21	2,381.43	2,365.49	2,382.15	2,345.05	7.93B	+0.75%
2012-2-20	2,363.60	2,383.69	2,388.01	2,362.01	8.89B	+0.27%
2012-2-17	2,357.18	2,366.63	2,372.51	2,344.76	7.19B	+0.01%
2012-2-16	2,356.86	2,363.90	2,373.80	2,342.07	9.51B	-0.42%
2012-2-15	2,366.70	2,340.45	2,374.28	2,335.10	9.89B	+0.94%
2012-2-14	2,344.77	2,348.88	2,352.47	2,332.25	7.31B	-0.30%
2012-2-13	2,351.85	2,332.05	2,365.34	2,325.03	8.63B	-0.01%
2012-2-10	2,351.98	2,342.01	2,368.98	2,339.88	9.65B	+0.10%
2012-2-9	2,349.59	2,344.22	2,363.61	2,333.93	9.80B	+0.09%
2012-2-8	2,347.53	2,291.81	2,350.96	2,286.82	8.71B	+2.43%
2012-2-7	2,291.90	2,319.42	2,319.71	2,278.82	6.73B	-1.68%
2012-2-6	2,331.14	2,334.25	2,341.57	2,317.42	7.57B	+0.03%
2012-2-3	2,330.40	2,306.66	2,336.27	2,300.98	7.89B	+0.77%
2012-2-2	2,312.56	2,273.85	2,312.56	2,268.69	6.35B	+1.96%
2012-2-1	2,268.08	2,288.07	2,305.86	2,263.34	5.36B	-1.07%
2012-1-31	2,292.61	2,285.95	2,296.38	2,277.06	4.87B	+0.33%
2012-1-30	2,285.04	2,324.49	2,324.49	2,284.29	5.84B	-1.47%
2012-1-20	2,319.12	2,300.50	2,322.89	2,293.89	6.99B	+1.00%
2012-1-19	2,296.08	2,266.08	2,305.71	2,259.34	7.25B	+1.31%
2012-1-18	2,266.38	2,298.83	2,311.58	2,257.90	8.99B	-1.39%
2012-1-17	2,298.38	2,206.53	2,298.38	2,196.12	8.78B	+4.18%
2012-1-16	2,206.19	2,230.43	2,241.26	2,206.05	4.59B	-1.71%
2012-1-13	2,244.58	2,277.08	2,281.53	2,225.74	7.15B	-1.34%
2012-1-12	2,275.01	2,268.74	2,295.22	2,265.26	7.16B	-0.05%
2012-1-11	2,276.05	2,282.91	2,290.64	2,265.18	8.44B	-0.42%
2012-1-10	2,285.74	2,221.83	2,288.63	2,218.27	10.96B	+2.69%
2012-1-9	2,225.89	2,164.74	2,226.22	2,148.45	7.68B	+2.89%
2012-1-6	2,163.39	2,148.15	2,164.32	2,132.63	5.06B	+0.70%
2012-1-5	2,148.45	2,160.90	2,183.40	2,145.56	5.87B	-0.97%
2012-1-4	2,169.39	2,212.00	2,217.52	2,168.64	4.92B	-1.37%
2011-12-30	2,199.42	2,177.52	2,200.99	2,177.52	5.19B	+1.19%
2011-12-29	2,173.56	2,161.18	2,181.95	2,157.11	4.47B	+0.16%
2011-12-28	2,170.01	2,157.65	2,170.67	2,134.02	4.96B	+0.18%
2011-12-27	2,166.21	2,186.71	2,196.97	2,162.72	4.57B	-1.09%
2011-12-26	2,190.11	2,193.66	2,213.45	2,186.07	4.36B	-0.67%
2011-12-23	2,204.78	2,183.91	2,219.79	2,178.14	5.24B	+0.85%
2011-12-22	2,186.30	2,178.57	2,201.59	2,149.42	5.90B	-0.22%
2011-12-21	2,191.15	2,230.18	2,237.47	2,188.71	5.09B	-1.12%
2011-12-20	2,215.93	2,209.70	2,239.86	2,206.52	5.28B	-0.10%
2011-12-19	2,218.24	2,208.07	2,221.45	2,164.89	5.78B	-0.30%
2011-12-16	2,224.84	2,179.51	2,225.54	2,170.75	5.73B	+2.01%
2011-12-15	2,180.90	2,215.79	2,216.91	2,179.47	5.67B	-2.14%
2011-12-14	2,228.53	2,241.39	2,256.74	2,224.72	4.41B	-0.89%
2011-12-13	2,248.59	2,283.22	2,285.81	2,245.87	5.86B	-1.87%
2011-12-12	2,291.54	2,312.15	2,315.81	2,290.26	3.96B	-1.02%
2011-12-9	2,315.27	2,315.51	2,331.26	2,309.46	4.00B	-0.62%
